Team Number,Country,State,City,Postal Code,State Code,fips
6885,USA,California,San Diego,92116,CA,c06073
6886,USA,Missouri,Warsaw,65355,MO,m29015
6887,USA,Georgia,Dalton,30720,GA,g13313
6888,USA,North Carolina,Hildebran,28637,NC,n37023
6889,USA,Iowa,Bloomfield,52537,IA,"i19051,i19179"
6892,USA,New York,Wellsville,14895,NY,n36003
6893,USA,Maryland,Greenbelt,20710,MD,m24033
6894,USA,North Carolina,Mount Holly,28120,NC,n37071
6895,USA,New Hampshire,Walpole,03608,NH,n33005
6897,USA,New Jersey,East Brunswick,08816,NJ,n34023
6899,USA,North Carolina,Franklin,28734,NC,"n37043,n37113"
6900,USA,Oklahoma,Maud,74854,OK,"o40125,o40133"
6901,USA,Texas,Frisco,75035,TX,"t48085,t48121"
6904,USA,California,Los Angeles,90002,CA,c06037
6905,USA,Georgia,Alpharetta,30005,GA,"g13117,g13121"
6906,USA,Illinois,Chicago,60608,IL,i17031
6908,USA,North Carolina,Cary,27511,NC,n37183
6910,USA,Georgia,Hoschton,30548,GA,"g13013,g13135,g13139,g13157"
6911,USA,New York,Orangeburg,10962,NY,n36087
6912,USA,Minnesota,Saint Paul,55110,MN,"m27003,m27123,m27163"
6914,USA,Michigan,Melvindale,48122,MI,m26163
6916,USA,Ohio,Columbus,43229,OH,o39049
6918,USA,California,Napa,94558,CA,"c06055,c06095,c06097"
6919,USA,Georgia,Albany,31721,GA,"g13007,g13095,g13177,g13273"
6921,USA,New Jersey,Pennsauken,08110,NJ,"n34005,n34007"
6922,USA,Arizona,Nogales,85621,AZ,a04023
6923,USA,Louisiana,Saint Francisville,70775,LA,l22125
6925,USA,Georgia,College Park,30337,GA,"g13063,g13121"
6926,USA,California,Clovis,93611,CA,c06019
6927,USA,Ohio,Columbus,43221,OH,o39049
6928,USA,Tennessee,Greeneville,37743,TN,"t47029,t47059"
6932,USA,North Carolina,Sylva,28779,NC,"n37087,n37099,n37113"
6933,USA,Vermont,Bethel,05032,VT,"v50017,v50027"
6934,USA,California,Camarillo,93012,CA,c06111
6935,USA,Texas,Ingram,78025,TX,t48265
6936,USA,Ohio,Dayton,45434,OH,o39057
6937,USA,Tennessee,Chattanooga,37404,TN,t47065
6938,USA,California,Los Angeles,90066,CA,c06037
6943,USA,New Jersey,Newark,07104,NJ,n34013
6944,USA,Georgia,Cumming,30028,GA,"g13057,g13085,g13117"
6945,USA,New Jersey,Blairstown,07825,NJ,"n34037,n34041"
6954,USA,Michigan,Dearborn,48128,MI,m26163
6956,USA,Indiana,Westfield,46074,IN,i18057
6957,USA,Nevada,Henderson,89015,NV,n32003
6958,USA,Michigan,Warren,48093,MI,m26099
6959,USA,Washington,Centralia,98531,WA,"w53041,w53067"
6960,USA,California,Riverside,92507,CA,c06065
6961,USA,South Carolina,Spartanburg,29306,SC,"s45021,s45083"
6962,USA,California,Mountain View,94041,CA,c06085
6963,USA,Michigan,Remus,49340,MI,"m26073,m26107"
6964,USA,Ohio,Columbus,43221,OH,o39049
6969,USA,New York,West Nyack,10994,NY,n36087
6974,USA,New Mexico,Socorro,87801,NM,n35053
6981,USA,California,Concord,94521,CA,c06013
6993,USA,Texas,Lubbock ,79415,TX,t48303
6995,USA,California,Escondido,92029,CA,c06073
7004,USA,New York,Ossining,10562,NY,n36119
7016,USA,New York,Putnam Valley,10579,NY,n36079
7017,USA,Arizona,Mesa,85212,AZ,"a04013,a04021"
7019,USA,Minnesota,Minneapolis,55410,MN,m27053
7020,USA,Michigan,Iron Mountain,49801,MI,m26043
7021,USA,Wisconsin,Arcadia,54612,WI,"w55011,w55121"
7026,USA,Florida,Fort Lauderdale,33334,FL,f12011
7027,USA,New York,Parish,13131,NY,n36075
7028,USA,Minnesota,Saint Michael,55376,MN,m27171
7029,USA,North Carolina,Laurinburg,28352,NC,"n37155,n37165"
7030,USA,New York,Lake Placid,12946,NY,n36031
7031,USA,New York,Delanson,12053,NY,"n36001,n36057,n36093,n36095"
7032,USA,Oregon,La Pine,97739,OR,"o41017,o41035"
7034,USA,Oregon,West Linn,97068,OR,o41005
7036,USA,New York,Brooklyn,11217,NY,n36047
7038,USA,Minnesota,Minneapolis,55432,MN,"m27003,m27123"
7041,USA,Minnesota,Carlton,55718,MN,m27017
7042,USA,California,Long Beach,90813,CA,c06037
7043,USA,Ohio,Rocky River,44116,OH,o39035
7045,USA,New Jersey,Denville,07834,NJ,n34027
7048,USA,North Dakota,Fargo,58102,ND,n38017
7054,USA,Michigan,Grand Rapids,49548,MI,m26081
7055,USA,Ohio,Bay Village,44140,OH,o39035
7056,USA,Michigan,Fowlerville,48836,MI,"m26093,m26155"
7057,USA,California,Orange Cove,93646,CA,"c06019,c06107"
7060,USA,Georgia,Gainesville,30501,GA,g13139
7063,USA,Texas,San Antonio,78244,TX,t48029
7064,USA,Kansas,Lansing,66048,KS,"k20103,k20209"
7068,USA,Minnesota,Saint Francis,55070,MN,"m27003,m27059"
7072,USA,Alabama,Opelika,36801,AL,"a01017,a01081"
7073,USA,Michigan,Grand Rapids,49506,MI,m26081
7075,USA,Arkansas,Pleasant Plains,72568,AR,"a05063,a05145"
7076,USA,Georgia,Augusta,30909,GA,"g13073,g13245"
7077,USA,Nevada,Las Vegas,89110,NV,n32003
7084,USA,Michigan,Hillman,49746,MI,"m26007,m26119,m26141"
7085,USA,South Carolina,Pawleys Island,29585,SC,s45043
7088,USA,Texas,Somerset,78069,TX,"t48013,t48029"
7091,USA,Texas,Dallas,75226,TX,t48113
7094,USA,Mississippi,Bay Saint Louis,39520,MS,m28045
7103,USA,Wisconsin,Manitowoc,54220,WI,w55071
7104,USA,Georgia,Savannah,31406,GA,g13051
7106,USA,Arkansas,Mulberry,72947,AR,"a05033,a05047"
7107,USA,Florida,Boca Raton,33434,FL,f12099
7109,USA,Michigan,Clare,48617,MI,"m26035,m26073"
7110,USA,New Jersey,Haddon Heights,08035,NJ,n34007
7111,USA,Alabama,Madison,35756,AL,"a01083,a01089"
7115,USA,Texas,Houston,77004,TX,t48201
7117,USA,Missouri,De Soto,63020,MO,"m29099,m29187,m29221"
7118,USA,Washington,Shoreline,98155,WA,w53033
7119,USA,Texas,Dallas,75208,TX,t48113
7120,USA,Texas,Dallas,75210,TX,t48113
7121,USA,Texas,Keller,76248,TX,t48439
7123,USA,Arkansas,Mount Vernon,72111,AR,"a05045,a05145"
7125,USA,Texas,Glen Rose,76043,TX,"t48035,t48425"
7126,USA,New Hampshire,Newmarket,03857,NH,"n33015,n33017"
7127,USA,Massachusetts,Longmeadow,01106,MA,m25013
7133,USA,New Hampshire,Farmington,03835,NH,n33017
7137,USA,California,Concord,94518,CA,c06013
7138,USA,Texas,Fischer,78623,TX,"t48091,t48209"
7141,USA,Iowa,Fort Madison,52627,IA,i19111
7142,USA,Iowa,Des Moines,50313,IA,i19153
7143,USA,Michigan,Detroit,48207,MI,m26163
7144,USA,Michigan,Okemos,48864,MI,m26065
7145,USA,Michigan,Detroit,48208,MI,m26163
7147,USA,Michigan,Ann Arbor,48104,MI,m26161
7150,USA,Michigan,West Branch,48661,MI,m26129
7151,USA,Utah,Herriman,84096,UT,u49035
7152,USA,Florida,Boca Raton,33431,FL,f12099
7153,USA,Connecticut,Manchester,06042,CT,"c09003,c09013"
7154,USA,Michigan,Kingsford,49802,MI,m26043
7155,USA,Michigan,Manton,49663,MI,"m26113,m26165"
7156,USA,Michigan,Norway,49870,MI,m26043
7157,USA,California,Brea,92821,CA,c06059
7160,USA,Michigan,Ludington,49431,MI,m26105
7165,USA,Ohio,Sandusky,44870,OH,o39043
7166,USA,Michigan,Laingsburg,48848,MI,"m26037,m26155"
7168,USA,Michigan,Detroit,48211,MI,m26163
7171,USA,Michigan,Wolverine,49799,MI,"m26031,m26047"
7172,USA,Michigan,Oscoda,48750,MI,"m26001,m26069"
7174,USA,Michigan,Dearborn Heights,48127,MI,m26163
7175,USA,Michigan,Clinton,49236,MI,"m26091,m26161"
7178,USA,Michigan,Walled Lake,48390,MI,m26125
7179,USA,Texas,Garland,75040,TX,t48113
7180,USA,Minnesota,Minneapolis,55407,MN,m27053
7183,USA,Nevada,Las Vegas,89135,NV,n32003
7185,USA,California,Glendora,91741,CA,c06037
7187,USA,Michigan,Delton,49046,MI,m26015
7188,USA,Michigan,Warren,48088,MI,m26099
7191,USA,Michigan,Melvindale,48122,MI,m26163
7192,USA,Michigan,Croswell,48422,MI,m26151
7193,USA,Florida,Fort Myers,33916,FL,f12071
7195,USA,Michigan,Portland,48875,MI,"m26037,m26067"
7196,USA,Michigan,Detroit,48210,MI,m26163
7197,USA,Michigan,Jackson,49201,MI,m26075
7198,USA,Indiana,Monticello,47960,IN,"i18015,i18131,i18181"
7202,USA,Michigan,Morrice,48857,MI,m26155
7203,USA,Michigan,Battle Creek,49017,MI,"m26015,m26025,m26077"
7204,USA,Oregon,Prospect,97536,OR,o41029
7206,USA,Michigan,Center Line,48015,MI,m26099
7208,USA,Michigan,Charlevoix,49720,MI,"m26009,m26029,m26047"
7209,USA,Michigan,Homer,49245,MI,"m26023,m26025,m26059,m26075"
7210,USA,Michigan,Greenville,48838,MI,"m26067,m26081,m26117"
7211,USA,Michigan,Holly,48442,MI,"m26049,m26093,m26125"
7212,USA,New Hampshire,Lebanon,03766,NH,n33009
7213,USA,Michigan,Gladwin,48624,MI,"m26035,m26051,m26129,m26143"
7214,USA,Arizona,Marana,85743,AZ,a04019
7216,USA,Florida,North Miami Beach,33162,FL,f12086
7218,USA,Michigan,Southfield,48033,MI,m26125
7219,USA,Michigan,Olivet,49076,MI,"m26025,m26045"
7220,USA,Michigan,Brighton,48116,MI,m26093
7221,USA,Michigan,Jackson,49201,MI,m26075
7222,USA,Michigan,Parma,49269,MI,m26075
7223,USA,Michigan,Vermontville,49096,MI,m26045
7224,USA,Michigan,Hazel Park,48030,MI,m26125
7225,USA,Michigan,Milford,48380,MI,"m26093,m26125"
7226,USA,Michigan,Lansing,48917,MI,"m26045,m26065"
7229,USA,California,Sacramento,95821,CA,c06067
7230,USA,California,Irvine,92604,CA,c06059
7232,USA,Michigan,Detroit,48227,MI,m26163
7234,USA,Michigan,Wyoming,49509,MI,m26081
7235,USA,Minnesota,Redlake,56671,MN,m27007
7237,USA,Illinois,Bridgeview,60455,IL,i17031
7243,USA,Colorado,Denver,80239,CO,"c08001,c08031"
7244,USA,Michigan,Atlanta,49709,MI,m26119
7245,USA,California,San Lorenzo,94580,CA,c06001
7247,USA,Michigan,Fair Haven,48023,MI,m26147
7248,USA,Michigan,Wyoming,49519,MI,m26081
7250,USA,Michigan,Oscoda,48750,MI,"m26001,m26069"
7251,USA,New York,Salamanca,14779,NY,n36009
7254,USA,Michigan,Potterville,48876,MI,m26045
7255,USA,Missouri,Charleston,63834,MO,"m29133,m29201"
7256,USA,Michigan,Kalamazoo,49008,MI,m26077
7257,USA,Minnesota,Sauk Centre,56378,MN,"m27121,m27145,m27153"
7258,USA,Minnesota,Minneapolis,55420,MN,m27053
7260,USA,Arkansas,Rogers,72756,AR,"a05007,a05087"
7263,USA,Arkansas,Pine Bluff,71601,AR,"a05069,a05079"
7264,USA,Texas,New Braunfels,78130,TX,"t48091,t48187,t48209"
7265,USA,North Carolina,Hampstead,28443,NC,n37141
7266,USA,Massachusetts,North Brookfield,01535,MA,m25027
7270,USA,North Carolina,Burgaw,28425,NC,n37141
7271,USA,New Mexico,Roswell,88203,NM,n35005
7272,USA,New York,New York,10019,NY,n36061
7273,USA,Minnesota,Zumbrota,55992,MN,m27049
7274,USA,Pennsylvania,Pittsburgh,15216,PA,p42003
7275,USA,Louisiana,New Orleans,70115,LA,"l22051,l22071"
7288,USA,Louisiana,New Orleans,70114,LA,"l22051,l22071"
7289,USA,Michigan,Fowler,48835,MI,"m26037,m26057"
7301,USA,Idaho,Saint Maries,83861,ID,"i16009,i16055,i16079"
7303,USA,Texas,Haslet,76052,TX,"t48121,t48439,t48497"
7308,USA,California,Los Altos,94024,CA,c06085
7309,USA,Iowa,Storm Lake,50588,IA,"i19021,i19161"
7311,USA,Minnesota,Virginia,55792,MN,m27137
7312,USA,Texas,Tomball,77375,TX,t48201
7313,USA,Tennessee,Cordova,38016,TN,t47157
7314,USA,New Hampshire,Franklin,03235,NH,n33013
7315,USA,Georgia,Albany,31707,GA,"g13095,g13177"
7316,USA,Louisiana,New Orleans,70118,LA,l22071
7318,USA,New York,Nanuet,10954,NY,n36087
7319,USA,Texas,Garland,75040,TX,t48113
7321,USA,Texas,Irving,75061,TX,t48113
7323,USA,California,Oxnard,93036,CA,c06111
7324,USA,California,Oxnard,93033,CA,c06111
7326,USA,California,Oxnard,93030,CA,c06111
7327,USA,California,Oxnard,93036,CA,c06111
7330,USA,Virginia,Dendron,23839,VA,v51181
7331,USA,Louisiana,Baton Rouge,70802,LA,l22033
7400,USA,New York,Melville,11747,NY,n36103
7401,USA,California,Concord,94520,CA,c06013
7406,USA,Tennessee,Cleveland,37312,TN,t47011
7407,USA,Connecticut,Wallingford,06492,CT,c09009
7408,USA,Florida,Boca Raton,33432,FL,f12099
7409,USA,Florida,Boca Raton,33486,FL,f12099
7410,USA,Texas,Clute,77531,TX,t48039
7411,USA,Iowa,Cedar Falls,50613,IA,"i19013,i19017,i19023,i19075"
7412,USA,Louisiana,Metairie,70003,LA,l22051
7413,USA,California,Marina,93933,CA,c06053
7414,USA,Pennsylvania,Collegeville,19426,PA,p42091
7415,USA,California,West Hills,91307,CA,"c06037,c06111"
7416,USA,New Hampshire,Bethlehem,03574,NH,"n33007,n33009"
7417,USA,Illinois,Williamsfield,61489,IL,"i17095,i17143"
7418,USA,Texas,Channelview,77530,TX,t48201
7419,USA,California,Dublin,94568,CA,"c06001,c06013"
7422,USA,Nevada,Las Vegas,89142,NV,n32003
7423,USA,Nevada,Las Vegas,89147,NV,n32003
7424,USA,Nevada,Las Vegas,89123,NV,n32003
7425,USA,Nevada,Henderson,89014,NV,n32003
7426,USA,Nevada,Las Vegas,89120,NV,n32003
7427,USA,Georgia,Milton,30009,GA,g13121
7428,USA,Alabama,Fort Payne,35967,AL,"a01019,a01049"
7429,USA,Virginia,Midlothian,23112,VA,"v51041,v51145"
7430,USA,Arkansas,Marion,72364,AR,a05035
7431,USA,Florida,Melbourne,32940,FL,f12009
7432,USA,Minnesota,Loretto,55357,MN,m27053
7434,USA,Ohio,Dayton,45459,OH,"o39057,o39113"
7435,USA,Missouri,Saint Charles,63301,MO,m29183
7436,USA,Utah,South Jordan,84095,UT,u49035
7438,USA,Massachusetts,Sherborn,01770,MA,m25017
7440,USA,Texas,Livingston,77351,TX,t48373
7441,USA,California,Chula Vista,91910,CA,c06073
7442,USA,Florida,Port Saint Lucie,34952,FL,f12111
7443,USA,North Carolina,Spring Lake,28390,NC,"n37051,n37085"
7445,USA,California,Palo Alto,94301,CA,c06085
7446,USA,Alabama,Harvest,35749,AL,"a01083,a01089"
7447,USA,California,Irvine,92618,CA,c06059
7448,USA,Oregon,Adair Village,97330,OR,o41003
7449,USA,Georgia,Acworth,30102,GA,"g13015,g13057,g13067"
7450,USA,Florida,Kissimmee,34744,FL,f12097
7451,USA,Georgia,Cumming,30040,GA,"g13057,g13117"
7452,USA,Illinois,Dupo,62239,IL,i17163
7454,USA,Indiana,Evansville,47725,IN,"i18051,i18163"
7455,USA,California,Harbor City,90710,CA,c06037
7457,USA,Indiana,Indianapolis,46225,IN,i18097
7460,USA,Ohio,Sylvania,43560,OH,o39095
7461,USA,Washington,Redmond,98053,WA,w53033
7462,USA,Connecticut,Danbury,06811,CT,c09001
7463,USA,North Carolina,Apex,27502,NC,"n37037,n37183"
7464,USA,Oklahoma,Norman,73026,OK,o40027
7467,USA,Arkansas,West Memphis,72301,AR,a05035
7468,USA,California,San Francisco,94124,CA,c06075
7470,USA,Georgia,Sylvester,31791,GA,"g13095,g13321"
7472,USA,Missouri,Saint Louis,63123,MO,"m29189,m29510"
7473,USA,Oklahoma,Tecumseh,74873,OK,o40125
7474,USA,Mississippi,Jackson,39211,MS,m28049
7477,USA,Indiana,Mishawaka,46544,IN,i18141
7479,USA,Colorado,Elizabeth,80107,CO,c08039
7482,USA,California,Riverside,92507,CA,c06065
7483,USA,Arkansas,Viola,72583,AR,a05049
7484,USA,Kentucky,Fort Campbell,42223,KY,k47125
7485,USA,Colorado,Craig,81625,CO,c08081
7486,USA,Ohio,Hudson,44236,OH,"o39133,o39153"
7487,USA,Florida,West Palm Beach,33409,FL,f12099
7488,USA,Florida,Delray Beach,33444,FL,f12099
7489,USA,Florida,Delray Beach,33444,FL,f12099
7490,USA,Florida,West Palm Beach,33404,FL,f12099
7491,USA,Michigan,Burton,48457,MI,"m26049,m26145"
7492,USA,Texas,The Woodlands,77384,TX,t48339
7494,USA,Texas,Missouri City,77459,TX,t48157
7495,USA,Michigan,Mount Pleasant,48858,MI,"m26073,m26111"
7496,USA,Illinois,Mascoutah,62258,IL,"i17027,i17163"
7499,USA,Georgia,Tifton,31793,GA,g13277
7500,USA,Florida,Fort Lauderdale,33312,FL,f12011
7501,USA,Michigan,Brooklyn,49230,MI,"m26075,m26091,m26161"
7502,USA,Indiana,Middlebury,46540,IN,"i18039,i18087"
7503,USA,Texas,Frisco,75034,TX,"t48085,t48121"
7504,USA,New York,Brewster,10509,NY,"n36079,n36119"
7506,USA,Texas,Arlington,76010,TX,t48439
7510,USA,Texas,Houston,77080,TX,t48201
7511,USA,Texas,Waco,76703,TX,t48309
7512,USA,Alabama,Mobile,36609,AL,a01097
7514,USA,Georgia,Atlanta,30312,GA,g13121
7515,USA,West Virginia,Parkersburg,26101,WV,w54107
7516,USA,Kentucky,Louisville,40203,KY,k21111
7518,USA,Texas,Houston,77057,TX,t48201
7519,USA,Florida,Clewiston,33440,FL,"f12051,f12099"
7521,USA,Texas,Laredo,78045,TX,t48479
7525,USA,Tennessee,Nashville,37207,TN,t47037
7528,USA,California,Morgan Hill,95037,CA,c06085
7530,USA,Minnesota,Watertown,55388,MN,"m27019,m27053,m27171"
7531,USA,Iowa,Dubuque,52002,IA,i19061
7533,USA,Texas,El Paso,79905,TX,t48141
7534,USA,Texas,Fort Worth,76133,TX,t48439
7535,USA,Texas,Arlington,76011,TX,t48439
7537,USA,Colorado,Henderson,80640,CO,c08001
7538,USA,Georgia,Lawrenceville,30043,GA,g13135
7540,USA,New Mexico,Sandia Park,87047,NM,"n35001,n35043,n35049"
7541,USA,Minnesota,Mapleton,56065,MN,"m27013,m27043,m27161"
7547,USA,Arizona,Glendale,85302,AZ,a04013
7548,USA,Hawaii,Kailua,96734,HI,h15003
7553,USA,Michigan,Wixom,48393,MI,m26125
7560,USA,Illinois,Chicago,60616,IL,i17031
7562,USA,Louisiana,Natchitoches,71457,LA,"l22069,l22127"
7568,USA,Arkansas,Marianna,72360,AR,"a05077,a05123"
7573,USA,Texas,Muleshoe,79347,TX,"t48017,t48069,t48279,t48369"
7578,USA,North Dakota,Jamestown,58401,ND,n38093
7587,USA,New Jersey,Metuchen,08840,NJ,n34023
7596,USA,Minnesota,Rushford,55971,MN,"m27045,m27055,m27169"
7597,USA,Michigan,Fraser,48026,MI,m26099
7598,USA,Michigan,Wixom,48393,MI,m26125
7599,USA,Pennsylvania,Philadelphia,19141,PA,p42101
7602,USA,Michigan,Scottville,49454,MI,m26105
7607,USA,California,Palmdale,93551,CA,c06037
7608,USA,Illinois,Chicago,60610,IL,i17031
7616,USA,Texas,Sweeny,77480,TX,"t48039,t48321"
7617,USA,Indiana,Carmel,46032,IN,"i18011,i18057"
7619,USA,Wisconsin,Manitowoc,54220,WI,w55071
7620,USA,Arizona,Anthem,85086,AZ,a04013
7621,USA,Texas,Spring Branch,78070,TX,"t48031,t48091,t48259"
7627,USA,Washington,Monroe,98272,WA,w53061
7634,USA,Utah,Sandy,84094,UT,u49035
7638,USA,Michigan,Ironwood,49938,MI,m26053
7646,USA,Iowa,Cresco,52136,IA,"i19089,i19191"
7648,USA,Louisiana,New Orleans,70125,LA,l22071
7649,USA,New Mexico,Santa Fe,87505,NM,n35049
7651,USA,New York,Bethlehem,12159,NY,n36001
7652,USA,Florida,Miami Beach,33139,FL,f12086
7654,USA,Nevada,Henderson,89052,NV,n32003
7655,USA,Arkansas,Hamburg,71646,AR,"a05003,a05043"
7656,USA,Michigan,Michigan Center,49254,MI,m26075
7657,USA,Indiana,Evansville,47711,IN,i18163
7658,USA,Michigan,Kalamazoo,49009,MI,"m26077,m26159"
7660,USA,Michigan,Ann Arbor,48105,MI,m26161
7661,USA,Louisiana,New Orleans,70115,LA,"l22051,l22071"
7662,USA,Missouri,Lebanon,65536,MO,"m29029,m29059,m29105"
7663,USA,California,Fresno,93723,CA,c06019
7665,USA,Michigan,Grand Ledge,48837,MI,"m26037,m26045,m26067"
7667,USA,California,Napa,94559,CA,c06055
7668,USA,New York,New York,10028,NY,n36061
7670,USA,Pennsylvania,Claysville,15323,PA,p42125
7671,USA,North Carolina,Creedmoor,27522,NC,"n37077,n37183"
7674,USA,New Hampshire,Rochester,03867,NH,n33017
7675,USA,North Carolina,Gatesville,27938,NC,n37073
7676,USA,Georgia,Thomson,30824,GA,"g13073,g13189,g13301"
7677,USA,Minnesota,Swanville,56382,MN,"m27097,m27153"
7686,USA,California,Lafayette,94549,CA,c06013
7689,USA,Michigan,Muskegon,49441,MI,m26121
7691,USA,Texas,Tomball,77375,TX,t48201
7692,USA,Michigan,Southfield,48075,MI,"m26125,m26163"
7693,USA,Kentucky,Morehead,40351,KY,"k21011,k21043,k21063,k21069,k21205"
7694,USA,Connecticut,West Hartford,06117,CT,c09003
7695,USA,Indiana,Highland,46322,IN,i18089
7696,USA,Washington,Grandview,98930,WA,"w53005,w53077"
7702,USA,Arkansas,Clarendon,72029,AR,a05095
7703,USA,Arizona,Cave Creek,85331,AZ,a04013
7704,USA,Texas,Dallas,75233,TX,t48113
7705,USA,Texas,Sugar Land,77478,TX,t48157
7708,USA,Texas,Terrell,75160,TX,"t48231,t48257,t48397"
7713,USA,Michigan,Felch,49831,MI,m26043
7714,USA,District of Columbia,Washington,20009,DC,d11001
7715,USA,North Carolina,Elizabeth City,27909,NC,"n37029,n37139"
7716,USA,Michigan,Detroit,48235,MI,m26163
7718,USA,New York,Ulster Park,12487,NY,n36111
7724,USA,Hawaii,Hoolehua,96729,HI,h15009
7728,USA,Florida,Windermere,34786,FL,f12095
7730,USA,New York,Thiells,10984,NY,n36087
7737,USA,Colorado,Denver,80249,CO,"c08001,c08031"
7739,USA,North Carolina,Tarboro,27886,NC,"n37065,n37083,n37147"
7744,USA,Oklahoma,Collinsville,74021,OK,"o40131,o40143,o40147"
7746,USA,Missouri,Saint Louis,63107,MO,m29510
7747,USA,Missouri,Saint Louis,63125,MO,"m29189,m29510"
7749,USA,Texas,Dallas,75212,TX,t48113
7750,USA,Texas,Alpine,79830,TX,t48043
7751,USA,Michigan,West Branch,48661,MI,m26129
7754,USA,Florida,Saint Augustine,32092,FL,f12109
7755,USA,Arizona,Casa Grande,85122,AZ,a04021
7759,USA,New York,Irvington,10533,NY,n36119
7760,USA,Connecticut,Pomfret,06258,CT,c09015
7762,USA,Michigan,Warren,48088,MI,m26099
7763,USA,North Carolina,Carrboro,27510,NC,n37135
7766,USA,Arkansas,Heber Springs,72543,AR,a05023
7767,USA,Arkansas,Little Rock,72223,AR,a05119
7768,USA,Michigan,Iron River,49935,MI,m26071
7769,USA,Michigan,Royal Oak,48073,MI,m26125
7770,USA,Maryland,Bel Air,21014,MD,m24025
7772,USA,Michigan,Montrose,48457,MI,"m26049,m26145"
7773,USA,Missouri,Park Hills,63601,MO,m29187
7774,USA,Florida,Jacksonville,32208,FL,f12031
7776,USA,Washington,Okanogan,98840,WA,w53047
7777,USA,California,Greenfield,93927,CA,c06053
7778,USA,California,Bakersfield,93312,CA,c06029
7782,USA,Michigan,Rock,49880,MI,"m26041,m26103"
7783,USA,Michigan,Orchard Lake,48324,MI,m26125
7784,USA,Michigan,Vassar,48768,MI,"m26145,m26157"
7785,USA,Iowa,Shenandoah,51601,IA,"i19071,i19145"
7788,USA,Michigan,Inkster,48141,MI,m26163
7789,USA,Michigan,Detroit,48211,MI,m26163
7790,USA,Michigan,Harbor Springs,49740,MI,m26047
7791,USA,Michigan,Clinton Township,48089,MI,m26099
7794,USA,Michigan,Marion,49665,MI,"m26035,m26113,m26133"
7795,USA,Massachusetts,Winthrop,02152,MA,m25025
7797,USA,Minnesota,Cloquet,55720,MN,"m27017,m27137"
7798,USA,Arkansas,Helena,72342,AR,a05107
7802,USA,Nevada,Dayton,89403,NV,"n32019,n32029"
7803,USA,Washington,Omak,98841,WA,w53047
7804,USA,Arkansas,Cabot,72023,AR,"a05045,a05085,a05119"
7807,USA,Michigan,Garden City,48135,MI,m26163
7808,USA,Michigan,Kalkaska,49646,MI,m26079
7809,USA,Michigan,Bangor,49013,MI,m26159
7810,USA,Michigan,Muskegon,49442,MI,m26121
7811,USA,Michigan,Battle Creek,49017,MI,"m26015,m26025,m26077"
7812,USA,Michigan,Ionia,48846,MI,m26067
7813,USA,Michigan,New Haven,48048,MI,m26099
7814,USA,Michigan,Three Oaks,49128,MI,m26021
7815,USA,North Carolina,Spencer,28159,NC,n37159
7816,USA,Michigan,Ishpeming,49849,MI,m26103
7817,USA,Michigan,Lansing,48912,MI,m26065
7818,USA,Michigan,Williamston,48895,MI,m26065
7820,USA,Michigan,Detroit,48238,MI,m26163
7822,USA,Massachusetts,South Hamilton,01982,MA,m25009
7823,USA,Michigan,Rogers City,49779,MI,m26141
7824,USA,Georgia,Savannah,31408,GA,g13051
7826,USA,Michigan,Marquette,49855,MI,m26103
7827,USA,Michigan,Crystal Falls,49920,MI,"m26043,m26071"
7833,USA,Florida,West Palm Beach,33405,FL,f12099
7834,USA,Louisiana,Monroe,71201,LA,l22073
7836,USA,Mississippi,Natchez,39120,MS,"m28001,m28063"
7837,USA,Texas,San Antonio,78213,TX,t48029
7842,USA,Arkansas,Lake Village,71653,AR,a05017
7846,USA,Arkansas,Barton,72312,AR,a05107
7847,USA,California,San Francisco,94116,CA,c06075
7848,USA,Illinois,Pontiac,61764,IL,i17105
7849,USA,Minnesota,Saint Paul,55108,MN,m27123
7850,USA,Minnesota,Coon Rapids,55443,MN,m27053
7853,USA,New Jersey,Elizabeth,07202,NJ,n34039
7854,USA,Michigan,Mount Clemens,48043,MI,m26099
7855,USA,Michigan,Mesick,49668,MI,"m26101,m26165"
7856,USA,Michigan,Detroit,48202,MI,m26163
7858,USA,Minnesota,Olivia,56277,MN,"m27067,m27129"
7859,USA,Michigan,Romulus,48174,MI,m26163
7861,USA,Michigan,Alba,49611,MI,m26009
7864,USA,Minnesota,Cook,55723,MN,"m27061,m27137"
7865,USA,Michigan,Detroit,48210,MI,m26163
7868,USA,Arkansas,Forrest City,72335,AR,"a05077,a05123"
7869,USA,Connecticut,New Haven,06511,CT,c09009
7871,USA,California,South Gate,90280,CA,c06037
7872,USA,Texas,Wimberley,78676,TX,"t48031,t48091,t48209"
7874,USA,Louisiana,Monroe,71202,LA,l22073
7875,USA,Minnesota,Saint Paul,55104,MN,m27123
7877,USA,New Jersey,Camden,08102,NJ,n34007
7878,USA,Arkansas,Pine Bluff,71603,AR,"a05025,a05053,a05069,a05079"
7879,USA,Maryland,Hanover,21076,MD,"m24003,m24027"
7880,USA,Nevada,Las Vegas,89101,NV,n32003
7883,USA,Georgia,Augusta,30906,GA,g13245
7885,USA,Ohio,Elyria,44035,OH,o39093
7886,USA,Maryland,Frederick,21701,MD,m24021
7887,USA,California,Camarillo,93012,CA,c06111
7890,USA,North Carolina,Raleigh,27614,NC,n37183
7891,USA,Colorado,Longmont,80501,CO,c08013
7893,USA,Minnesota,Maple Lake,55358,MN,m27171
